"ExtractDate","CategoryCode","Country","Frequence"
"07","ME","MALAYSIA",242
"07","ME","MALDIVES",1
"07","ME","MALI",2
"07","ME","MALTA",76
"07","ME","MARSHALL ISLANDS",16
"07","ME","MAURITANIA",2
"07","ME","MAURITIUS",273
"07","ME","MEXICO",280
"07","ME","MOLDOVA, REPUBLIC OF",6
"07","ME","MONACO",30
"07","ME","MONGOLIA",7
"07","ME","MONTENEGRO",7
"07","ME","MONTSERRAT",4
"07","ME","MOROCCO",61
"07","ME","MOZAMBIQUE",8
"07","ME","NAMIBIA",21
"07","ME","NEPAL",1
"07","ME","NETHERLANDS",946
"07","ME","NEW CALEDONIA",3
"07","ME","NEW ZEALAND",210
"07","ME","NICARAGUA",9
"07","ME","NIGER",2
"07","ME","NIGERIA",40
"07","ME","NORWAY",194
"07","ME","OMAN",7
"07","ME","OTHER",9
"07","ME","PAKISTAN",36
"07","ME","PANAMA",199
"07","ME","PAPUA NEW GUINEA",3
"07","ME","PARAGUAY",5
"07","ME","PERU",79
"07","ME","PHILIPPINES",90
"07","ME","POLAND",85
"07","ME","PORTUGAL",219
"07","ME","QATAR",14
"07","ME","REUNION",1
"07","ME","ROMANIA",96
"07","ME","RUSSIAN FEDERATION",161
"07","ME","RWANDA",2
"07","ME","SAINT KITTS AND NEVIS",24
"07","ME","SAINT LUCIA",21
"07","ME","SAINT MARTIN (FRENCH PART)",1
"07","ME","SAINT PIERRE AND MIQUELON",1
"07","ME","SAINT VINCENT AND THE GRENADINES",36
"07","ME","SAMOA",28
"07","ME","SAN MARINO",9
"07","ME","SAUDI ARABIA",9
"07","ME","SENEGAL",6
"07","ME","SERBIA",22
"07","ME","SEYCHELLES",28
"07","ME","SIERRA LEONE",6
"07","ME","SINGAPORE",444
"07","ME","SINT MAARTEN (DUTCH PART)",7
"07","ME","SLOVAKIA",37
"07","ME","SLOVENIA",15
"07","ME","SOUTH AFRICA",276
"07","ME","SOUTH SUDAN",1
"07","ME","SPAIN",591
"07","ME","SRI LANKA",5
"07","ME","SURINAME",1
"07","ME","SWAZILAND",3
"07","ME","SWEDEN",156
"07","ME","SWITZERLAND",593
"07","ME","TAIWAN",183
"07","ME","TAJIKISTAN",1
"07","ME","TANZANIA, UNITED REPUBLIC OF",8
"07","ME","THAILAND",101
"07","ME","TOGO",2
"07","ME","TONGA",1
"07","ME","TRINIDAD AND TOBAGO",36
"07","ME","TUNISIA",9
"07","ME","TURKEY",148
"07","ME","TURKS AND CAICOS ISLANDS",8
"07","ME","UGANDA",10
"07","ME","UKRAINE",27
"07","ME","UNITED ARAB EMIRATES",72
"07","ME","UNITED KINGDOM",3110
"07","ME","UNITED STATES",81
"07","ME","URUGUAY",57
"07","ME","VANUATU",2
"07","ME","VENEZUELA, BOLIVARIAN REPUBLIC OF",13
"07","ME","VIET NAM",44
"07","ME","VIRGIN ISLANDS (BRITISH)",766
"07","ME","WALLIS AND FUTUNA",1
"07","ME","WEST BANK AND GAZA",6
"07","ME","ZAMBIA",8
"07","ME","ZIMBABWE",3
